Magnetospirillum magnetotacticum (Maratea and Blakemore) Schleifer et al. (ATCC 31632),$402.00,$341.70,unavailable,MS-1,1,frozen,ATCC  1653: Revised magnetic Spirillum growth medium (MSGM),"Temperature: 30Celsius 
Atmosphere: Microaerophilic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Produces iron reductaseBiotechnology
Nitrobacter winogradskyi Winslow et al. (ATCC 25391),$402.00,$341.70,unavailable,Nb-255 [1],1,frozen,ATCC  480: Nitrobacter medium 203,Temperature: 26Celsius Atmosphere:  Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Nitrosospira multiformis (Watson et al.) Head et al. (ATCC 25196),$402.00,$341.70,unavailable,C 71,1,freeze-dried,ATCC  929: Nitrosolobus medium,"Temperature: 26Celsius  with shaking
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Acidithiobacillus ferrooxidans (Temple and Colmer) Kelly and Wood (ATCC 23270),"$1,320.00","$1,122.00",unavailable,NCIB 8455 [DSM 14882],1,test tube,ATCC  2039: Acidithiobacillus ferrooxidans,Temperature:  26Celsius Atmosphere:  Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC 17023),$402.00,$341.70,seqeunce available,"ATH 2.4.1 [ATCC 11167, ATCC 14690, NCIB 8253, NCIB 8287]",1,freeze-dried,"ATCC  550: R 8 A H medium
ATCC  3: Nutrient agar or nutrient broth","Temperature: 30Celsius 
Atmosphere: Aerobically in the dark or anaerobically under a tungsten lamp",2Celsius  to 8Celsius,Biotechnology
Exiguobacterium sp. (ATCC BAA-1283),$550.00,$467.50,seqeunce available,AT1b,1,freeze-dried,ATCC  18: Trypticase Soy Agar/Broth,Temperature: 37.0Celsius,unavailable,unavailable
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC BAA-808),$376.00,$319.60,seqeunce available,2.4.1,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,"Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Desulfurispirillum indicus (ATCC BAA-1389),$376.00,$319.60,unavailable,Strain S5,1,frozen,ATCC  1439: Methanogenium medium,Temperature: 26.0Celsius Atmosphere Anaerobic; 80% N2-20% CO2,unavailable,unavailable
Acidiphilium cryptum Harrison (ATCC 33463),$376.00,$319.60,unavailable,Lhet2,1,freeze-dried,ATCC  2158: Acidiphilium medium,Temperature: 30.0Celsius,unavailable,unavailable
Dechloromonas sp. (ATCC BAA-563),$376.00,$319.60,unavailable,HZ,1,unavailable,ATCC  2397: Dechloromonas,Temperature: 26.0Celsius Atmosphere: Facultative anaerobe,unavailable,unavailable
Methylocystis sp. (ATCC 49242),$376.00,$319.60,seqeunce available,Rockwell,1,freeze-dried,"ATCC  1683: Ammonium mineral salts medium without methanol
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 25Celsius Atmosphere: 50% methane, 50% air",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Haloferax mediterranei (Rodriguez-Valera et al.) Torreblanca et al. (ATCC 33500),$376.00,$319.60,unavailable,"R-4 [CCM 3361, IFO 14739, NCMB 2177]",1,frozen,ATCC  1176: Halobacterium medium,Temperature: 35Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,"Produces extracellular polysaccharide exopolysaccharide, polysaccharide (extracellular)Produces poly beta-hydroxybutyric acidBiotechnology"
Acidithiobacillus thiooxidans (Waksman and Joffe) Kelly and Wood (ATCC 21835),"$1,200.00","$1,020.00",unavailable,[FERM-1192],1,test tube,ATCC  125: Thiobacillus medium,Temperature: 26.0Celsius,unavailable,unavailable
Acidithiobacillus ferrooxidans (Temple and Colmer) Kelly and Wood (ATCC 53992),"$1,200.00","$1,020.00",unavailable,BNL-5-30,1,test tube,unavailable,Temperature: 30.0Celsius,unavailable,unavailable
Nitrococcus mobilis Watson and Waterbury (ATCC 25380),$376.00,$319.60,unavailable,Nb-231,1,frozen,ATCC  481: Nitrobacter medium 204,Temperature: 26.0Celsius,unavailable,unavailable
Megasphaera elsdenii (Gutierrez et al.) Rogosa (ATCC 17753),$376.00,$319.60,unavailable,T81,1,freeze-dried,"ATCC  2107: Modified Reinforced Clostridial
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood",Temperature: 37Celsius Atmosphere: Anaerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Procedure,unavailable
Magnetospirillum magneticum (ATCC 700264),$376.00,$319.60,seqeunce available,AMB-1,1,frozen,ATCC  1653: Revised magnetic Spirillum growth medium (MSGM),Temperature: 30Celsius Atmosphere: Microaerophilic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Produces magnetiteTransformation host
Chlorobaculum tepidum (Wahlund et al.) Imhoff (ATCC 49652),$376.00,$319.60,unavailable,TLS [CIP 105973],1,frozen,"ATCC  37: Chromatium medium
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 45Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Desulfovibrio desulfuricans subsp. desulfuricans (Beijerinck) Kluyver and van Niel (ATCC 13541),$376.00,$319.60,unavailable,NCIB 9467,1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,"Temperature: 30Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,BiotechnologyDegrades choline
Geobacter sulfurreducens Caccavo et al. (ATCC 51573),$376.00,$319.60,seqeunce available,PCA,1,frozen,ATCC  1957: Geobacter medium,"Temperature: 26Celsius  to 30Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-10% CO2-10% H2 or 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Methylobacterium organophilum Patt et al. (ATCC 27886),$402.00,$341.70,seqeunce available,XX [NCIB 11278],1,freeze-dried,ATCC  784: AMS (ammonium mineral salts),"Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Akkermansia muciniphila Derrien et al. (ATCC BAA-2869),$376.00,$319.60,seqeunce available,m1-15,1,frozen,"ATCC  0246: Fresh Beef Heart Infusion Broth with 0.2% Hemoglobin, 0.5% Mucin and 20% HI Turkey Serum","Temperature: 37Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Methylomonas probus (ATCC 20563),$376.00,$319.60,unavailable,NB-2000 [FERM-P 3193],1,freeze-dried,ATCC  620: Nutrient agar with methanol,Temperature: 37.0Celsius,unavailable,unavailable
Thiobacillus denitrificans Kelly and Harrison (ATCC 23644),$376.00,$319.60,unavailable,[NCIB 9548],1,freeze-dried,ATCC  450: T2 medium for Thiobacillus,"Temperature: 30Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Methylobacterium fujisawaense Green et al. (ATCC 43884),$376.00,$319.60,unavailable,NCIB 12417 [0-31],1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,"Temperature: 26Celsius 
Atmosphere: Aerobic",2Celsius  to 8Celsius,Biotechnology
Thermus thermophilus (Oshima and Imahori) Williams et al. (ATCC 27634),$235.00,$199.75,seqeunce available,HB8,1,freeze-dried,ATCC  697: Thermus medium,"Temperature: 70Celsius  
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,"Produces D-xylose isomeraseProduces fructose-1,6-bisphosphataseProduces phosphofructokinaseProduces phosphoglucomutaseProduces restriction endonuclease TtHB8IProduces thermostable D-xylose isomeraseBiotechnology"
Rhodopseudomonas palustris (Molisch) van Niel (ATCC BAA-1122),$376.00,$319.60,seqeunce available,HaA2,1,frozen,"ATCC  2657: PMSY 
ATCC  3: Nutrient agar or nutrient broth","Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Rhodopseudomonas palustris (Molisch) van Niel (ATCC 17005),$550.00,$467.50,unavailable,ATH 2.1.18,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 30Celsius Atmosphere: Aerobically in the dark or anaerobically under a tungsten lamp,2Celsius  to 8Celsius,Biotechnology
Acidithiobacillus thiooxidans (Waksman and Joffe) Kelly and Wood (ATCC 55019),$376.00,$319.60,unavailable,BNL-3-23,1,frozen,ATCC  125: Thiobacillus medium,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thiobacillus denitrificans Kelly and Harrison (ATCC 29685),$376.00,$319.60,unavailable,RT,1,freeze-dried,ATCC  450: T2 medium for Thiobacillus,Temperature: 26Celsius Atmosphere: Anaerobic,2Celsius  to 8Celsius,Biotechnology
Nitrosomonas stercoris (ATCC BAA-2718),$376.00,$319.60,unavailable,KYUHI-S,1,frozen,"ATCC  2877: Nitrosomonas stercoris 
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Methanosarcina barkeri Schnellen (ATCC BAA-2329),$376.00,$319.60,unavailable,Fusaro,1,frozen,ATCC  2467: MS - OCM Base,"Temperature:  30Celsius 

Atmosphere: Anaerobic gas mixture, 80% H2 - 20% CO2  (5 PSI)",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Methylomonas methanica Whittenbury and Krieg (ATCC 51626),$376.00,$319.60,unavailable,68-1,1,frozen,"ATCC  1306: Nitrate mineral salts medium (NMS)
ATCC  1306: Nitrate mineral salts medium (NMS)
ATCC  784: AMS (ammonium mineral salts)",Temperature: 28.0Celsius,unavailable,Degrades trichloroethyleneProduces methane monooxygenaseBiotechnology
Cycloclasticus pugetii Dyksterhouse et al. (ATCC 51542),$376.00,$319.60,unavailable,PS-1,1,freeze-dried,ATCC  1919: Marine Agar 2216 or Marine Broth 2216 with biphenyl,"Temperature: 20Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Halomonas elongata Vreeland et al. (ATCC 33173),$376.00,$319.60,unavailable,"1 H 9 [IFO 15536, NCMB 2198]",1,frozen,ATCC  1097: Halomonas medium,"Temperature: 30Celsius 
Atmosphere: Aerobic",-80Celsius  or colder,Biotechnology
Psychrobacter immobilis Juni and Heym (ATCC 43117),$376.00,$319.60,unavailable,A351 (Hyx-7),1,freeze-dried,ATCC  44: Brain Heart Infusion Agar/Broth,Temperature: 26.0Celsius,unavailable,CharacterizationBiotechnology
Rhodospirillum rubrum (Esmarch) Molisch (ATCC 25903),$376.00,$319.60,unavailable,S1H,1,freeze-dried,ATCC  550: R 8 A H medium,Temperature: 30.0Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,Produces carbonate dehydratase carbonic anhydraseBiotechnology
Clostridium frigoris Spring et al. (ATCC BAA-579),$550.00,$467.50,unavailable,DSM 14204 [D-1/D-an/II],1,frozen,ATCC  1490: Modified chopped meat medium,Temperature: 4.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Methanobacterium formicicum Schnellen emend. Judicial Commission (ATCC 33274),$376.00,$319.60,unavailable,DSM 1535 [MF],1,freeze-dried,ATCC  1045: Methanobacteria medium,"Temperature: 37Celsius 
Atmosphere: Anaerobic gas mixture, 80% H2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,CharacterizationBiotechnology
Thiobacillus denitrificans Kelly and Harrison (ATCC 25259),"For-Profit:
$336.00",,seqeunce available,T1,1,freeze-dried,ATCC  450: T2 medium for Thiobacillus,"Temperature: 30Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Meiothermus ruber (Loginova et al.) Nobre et al. (ATCC 35948),$376.00,$319.60,seqeunce available,21 [VKMB 1258],1,freeze-dried,ATCC  1432: Potato P-YE thermus medium,Temperature: 60.0Celsius,unavailable,Produces: carotenoid pigmentBiotechnology
Rhodopseudomonas palustris (Molisch) van Niel (ATCC BAA-98),$402.00,$341.70,seqeunce available,CGA009,1,freeze-dried,"ATCC  18: Trypticase Soy Agar/Broth
ATCC  112: Van Niel's yeast agar","Temperature: 30Celsius 
Atmosphere: Aerobically in the dark or anaerobically under a tungsten lamp",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Vitreoscilla filiformis Strohl et al. (ATCC 15551),$376.00,$319.60,unavailable,unavailable,1,frozen,ATCC  138: Beggiatoa medium,"Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thiobacillus thioparus Beijerinck (ATCC 8158),$402.00,$341.70,unavailable,unavailable,1,freeze-dried,ATCC  290: S-6 medium for Thiobacilli,Temperature: 26.0Celsius,unavailable,Biotechnology
Desulfovibrio gigas LeGall (ATCC 19364),$376.00,$319.60,unavailable,NCIB 9332,1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,"Temperature: 30Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2 or 100% N2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Thiobacillus denitrificans Kelly and Harrison (ATCC 25259),$402.00,$341.70,seqeunce available,T1,1,freeze-dried,ATCC  450: T2 medium for Thiobacillus,"Temperature: 30Celsius 
Atmosphere: Anaerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Meiothermus ruber (Loginova et al.) Nobre et al. (ATCC 35948),$376.00,$319.60,seqeunce available,21 [VKMB 1258],1,freeze-dried,ATCC  1432: Potato P-YE thermus medium,Temperature: 60.0Celsius,unavailable,Produces: carotenoid pigmentBiotechnology
Rhodopseudomonas palustris (Molisch) van Niel (ATCC BAA-98),$402.00,$341.70,seqeunce available,CGA009,1,freeze-dried,"ATCC  18: Trypticase Soy Agar/Broth
ATCC  112: Van Niel's yeast agar","Temperature: 30Celsius 
Atmosphere: Aerobically in the dark or anaerobically under a tungsten lamp",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Vitreoscilla filiformis Strohl et al. (ATCC 15551),$376.00,$319.60,unavailable,unavailable,1,frozen,ATCC  138: Beggiatoa medium,"Temperature: 30Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Thiobacillus thioparus Beijerinck (ATCC 8158),$402.00,$341.70,unavailable,unavailable,1,freeze-dried,ATCC  290: S-6 medium for Thiobacilli,Temperature: 26.0Celsius,unavailable,Biotechnology
Desulfovibrio gigas LeGall (ATCC 19364),$376.00,$319.60,unavailable,NCIB 9332,1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,"Temperature: 30Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2 or 100% N2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Acidithiobacillus ferrooxidans (Temple and Colmer) Kelly and Wood (ATCC 53982),$376.00,$319.60,unavailable,BNL-2-44,1,frozen,ATCC  2039: Acidithiobacillus ferrooxidans,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Methylobacterium rhodesianum Green et al. (ATCC 21611),$376.00,$319.60,unavailable,G-253,1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 30.0Celsius,unavailable,Degrades methanol
Nitrosospira multiformis (Watson et al.) Head et al. (ATCC 25197),$550.00,$467.50,unavailable,C 57,1,freeze-dried,ATCC  929: Nitrosolobus medium,Temperature: 26.0Celsius,unavailable,unavailable
Nitrosomonas europaea Winogradsky (ATCC 19718),$402.00,$341.70,seqeunce available,unavailable,1,frozen,ATCC  2265: Nitrosomonas europaea medium,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Depositor states that this strain produces hydroxylamine oxidase [hydroxylamine oxidoreductase]
Halococcus dombrowskii Stan-Lotter et al. (ATCC BAA-364),$376.00,$319.60,unavailable,"H4 [DSM 14522, NCIMB 13803]",1,freeze-dried,ATCC  2301: Halococcus medium,Temperature: 37.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thiobacillus thioparus Beijerinck (ATCC 23645),$376.00,$319.60,unavailable,p2,1,freeze-dried,ATCC  290: S-6 medium for Thiobacilli,Temperature: 30.0Celsius,unavailable,Biotechnology
Methanomonas methylovora Kono et al. (ATCC 21963),$376.00,$319.60,unavailable,4MT-6,1,freeze-dried,ATCC  757: YB medium,"Temperature: 30.0Celsius 
Atmosphere:  Aerobic",2Celsius  to 8Celsius,unavailable
Sulfolobus shibatae Grogan et al. (ATCC 51178),$376.00,$319.60,unavailable,DSM 5389,1,frozen,ATCC  1853: Sulfolobus shibatae medium,Temperature: 70.0Celsius,unavailable,Biotechnology
Halobacterium salinarum (Harrison and Kennedy) Elazari-Volcani (ATCC 33170),$376.00,$319.60,unavailable,"NRC 34001 [63-R2, DSM 669]",1,frozen,ATCC  217: Van Niel's yeast agar with 25% NaCl,"Temperature: 35Celsius 
Atmosphere: Aerobic",-80Celsius  or colder,Biotechnology
Rhodobacter capsulatus (Molisch) Imhoff et al. (ATCC BAA-309),$402.00,$341.70,seqeunce available,SB1003,1,freeze-dried,"ATCC  3: Nutrient agar or nutrient broth
ATCC  550: R 8 A H medium","Temperature: 26Celsius 
Atmosphere: Anaerobic (ATCC Medium #550 under a tungsten lamp with a light intensity of 2,000-3,000 lux); Aerobic (ATCC Medium #3 slants, plates, or broth in the dark)",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Halobacterium salinarum (Harrison and Kennedy) Elazari-Volcani (ATCC 33171),$376.00,$319.60,unavailable,"NRC 34002 [91-R6, CIP 104033, DSM 3754, NCIMB 764]",1,freeze-dried,ATCC  217: Van Niel's yeast agar with 25% NaCl,Temperature: 35.0Celsius,unavailable,Biotechnology
Thermococcus kodakarensis corrig. Atomi et al. (ATCC BAA-918),$376.00,$319.60,unavailable,KOD1 [JCM 12380],1,frozen,"ATCC  1942: JCM  161
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 60Celsius  to 100Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Rhodoferax ferrireducens Finneran et al. (ATCC BAA-621),$402.00,$341.70,seqeunce available,T118 [DSM 15236],1,frozen,ATCC  2433: Rhodoferax ferrireducens medium,Temperature: 26.0Celsius Atmosphere: facultative anaerobe,unavailable,"Oxidizes acetateReduces iron (ferric, FeIII) ferric ironBiotechnology"
Acidithiobacillus ferrooxidans (Temple and Colmer) Kelly and Wood (ATCC 53987),$376.00,$319.60,unavailable,BNL-2-49,1,frozen,"ATCC  2039: Acidithiobacillus ferrooxidans 
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood","Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
